,domain,availability
387,.mx,"HTTPConnectionPool(host='www.example.mx', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C89D0DD8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
388,.shaw,"HTTPConnectionPool(host='www.example.shaw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C89DF5C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
389,.eu,True
390,.tax,"HTTPConnectionPool(host='www.example.tax', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C899DFD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
391,.am,True
392,.grainger,"HTTPConnectionPool(host='www.example.grainger', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C89DF8D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
393,.慈善,"HTTPConnectionPool(host='www.example.xn--30rr7y', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C89EA9B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
394,.kfh,"HTTPConnectionPool(host='www.example.kfh', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A01198>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
395,.blog,"HTTPConnectionPool(host='www.example.blog', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A01940>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
396,.woodside,"HTTPConnectionPool(host='www.example.woodside', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A0C128>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
397,.beer,"HTTPConnectionPool(host='www.example.beer', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A0C8D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
398,.wanggou,"HTTPConnectionPool(host='www.example.wanggou', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A1A0B8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
399,.au,"HTTPConnectionPool(host='www.example.au', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A1A860>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
400,.nhk,"HTTPConnectionPool(host='www.example.nhk', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A2A048>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
401,.nfl,"HTTPConnectionPool(host='www.example.nfl', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A2A7F0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
402,.restaurant,"HTTPConnectionPool(host='www.example.restaurant', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A2AF98>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
403,.neustar,"HTTPConnectionPool(host='www.example.neustar', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A39780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
404,.anz,"HTTPConnectionPool(host='www.example.anz', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A39F28>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
405,.مليسيا,"HTTPConnectionPool(host='www.example.xn--mgbx4cd0ab', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A49710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
406,.sk,True
407,.tp,"HTTPConnectionPool(host='www.example.tp', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A49908>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
408,.recipes,"HTTPConnectionPool(host='www.example.recipes', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A52780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
409,.bd,"HTTPConnectionPool(host='www.example.bd', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A52F28>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
410,.enterprises,"HTTPConnectionPool(host='www.example.enterprises', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A63710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
411,.gq,"HTTPConnectionPool(host='www.example.gq', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A63EB8>: Failed to establish a new connection: [Errno 11002] getaddrinfo failed'))"
412,.homes,"HTTPConnectionPool(host='www.example.homes', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A736A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
413,.localhost,"HTTPConnectionPool(host='www.example.localhost', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A73E48>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
414,.mr,"HTTPConnectionPool(host='www.example.mr', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A81630>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
415,.crown,"HTTPConnectionPool(host='www.example.crown', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A81DD8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
416,.test,"HTTPConnectionPool(host='www.example.test', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A8F5C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
417,.africa,"HTTPConnectionPool(host='www.example.africa', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A8FD68>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
418,.repair,"HTTPConnectionPool(host='www.example.repair', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A9C550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
419,.ye,"HTTPConnectionPool(host='www.example.ye', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A9CCF8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
420,.show,"HTTPConnectionPool(host='www.example.show', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C895ED68>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
421,.zappos,"HTTPConnectionPool(host='www.example.zappos', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8A9CDD8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
422,.viking,"HTTPConnectionPool(host='www.example.viking', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8AB05F8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
423,.guardian,"HTTPConnectionPool(host='www.example.guardian', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8AB0DA0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
424,.hiphop,"HTTPConnectionPool(host='www.example.hiphop', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8ABD588>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
425,.भारत,"HTTPConnectionPool(host='www.example.xn--h2brj9c', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C69F10F0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
426,.kpmg,"HTTPConnectionPool(host='www.example.kpmg', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8ABDC18>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
427,.mc,"HTTPConnectionPool(host='www.example.mc', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8ACD400>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
428,.istanbul,"HTTPConnectionPool(host='www.example.istanbul', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8ACDBA8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
429,.pictet,"HTTPConnectionPool(host='www.example.pictet', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8AD9390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
430,.porn,"HTTPConnectionPool(host='www.example.porn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8AD9B38>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
431,.zara,"HTTPConnectionPool(host='www.example.zara', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8AE7320>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
432,.host,"HTTPConnectionPool(host='www.example.host', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8AE7AC8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
433,.trading,"HTTPConnectionPool(host='www.example.trading', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8AF62B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
434,.frontdoor,"HTTPConnectionPool(host='www.example.frontdoor', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8AF6A58>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
435,.mtr,"HTTPConnectionPool(host='www.example.mtr', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8B05240>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
436,.lancia,"HTTPConnectionPool(host='www.example.lancia', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8B059E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
437,.frontier,"HTTPConnectionPool(host='www.example.frontier', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8B121D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
438,.cv,"HTTPConnectionPool(host='www.example.cv', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C8B12978>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
